symbol,timestamp,datetime,open,high,low,close,volume
ASM-USD,1760693400,2025-10-17T09:30:00.000Z,0.01388,0.01422,0.01381,0.01402,133134
ZKC-USD,1760693400,2025-10-17T09:30:00.000Z,0.2985,0.3092,0.2956,0.302,696476.66
USELESS-USD,1760693400,2025-10-17T09:30:00.000Z,0.2862,0.2989,0.285,0.2933,1127802.2
TROLL-USD,1760693400,2025-10-17T09:30:00.000Z,0.0804,0.0851,0.0804,0.08272,23358.3
GODS-USD,1760693400,2025-10-17T09:30:00.000Z,0.09175,0.09308,0.09104,0.09308,14769.38
TRAC-USD,1760693400,2025-10-17T09:30:00.000Z,0.6592,0.691,0.656,0.672,112928.9
OMNI-USD,1760693400,2025-10-17T09:30:00.000Z,2.199,2.202,2.197,2.2,212.01
MAGIC-USD,1760693400,2025-10-17T09:30:00.000Z,0.1365,0.143,0.136,0.1414,217871.37
GST-USD,1760693400,2025-10-17T09:30:00.000Z,0.003766,0.003858,0.003766,0.003792,320686.66
HONEY-USD,1760693400,2025-10-17T09:30:00.000Z,0.0107,0.0107,0.0106,0.0107,736731.9
LRDS-USD,1760693400,2025-10-17T09:30:00.000Z,0.091,0.0911,0.0898,0.0899,9715.18
MAMO-USD,1760693400,2025-10-17T09:30:00.000Z,0.05079,0.05109,0.05079,0.05089,119742
PNG-USD,1760693400,2025-10-17T09:30:00.000Z,0.07786,0.07985,0.07786,0.07964,15863
LOKA-USD,1760693400,2025-10-17T09:30:00.000Z,0.1165,0.1178,0.116,0.116,58169.74
RECALL-USD,1760693400,2025-10-17T09:30:00.000Z,0.2871,0.2904,0.2813,0.2823,66797.57
CFG-USD,1760693400,2025-10-17T09:30:00.000Z,0.193,0.1975,0.193,0.194,19872.4
ALICE-USD,1760693400,2025-10-17T09:30:00.000Z,0.361,0.367,0.361,0.364,31290.07
NEON-USD,1760693400,2025-10-17T09:30:00.000Z,0.08275,0.08298,0.08199,0.08252,18264.04
LA-USD,1760693400,2025-10-17T09:30:00.000Z,0.3764,0.3785,0.3742,0.3762,33998.8
PIRATE-USD,1760693400,2025-10-17T09:30:00.000Z,0.0155,0.0157,0.0151,0.0151,664928.6
SNX-USD,1760693400,2025-10-17T09:30:00.000Z,1.361,1.393,1.358,1.364,67463.532
DASH-USD,1760693400,2025-10-17T09:30:00.000Z,40,41.05,39.94,40.38,2351.447
SPELL-USD,1760693400,2025-10-17T09:30:00.000Z,0.000338,0.000339,0.000336,0.0003365,2907673
ABT-USD,1760693400,2025-10-17T09:30:00.000Z,0.514,0.5151,0.5065,0.5065,703.1
BNKR-USD,1760693400,2025-10-17T09:30:00.000Z,0.0003747,0.0003785,0.0003731,0.0003748,7245526
KSM-USD,1760693400,2025-10-17T09:30:00.000Z,10.62,10.62,10.5,10.5,85.2783
ZORA-USD,1760693400,2025-10-17T09:30:00.000Z,0.08968,0.09244,0.08946,0.09122,1742570
VARA-USD,1760693400,2025-10-17T09:30:00.000Z,0.00211,0.00213,0.0021,0.00211,249118
PRCL-USD,1760693400,2025-10-17T09:30:00.000Z,0.0462,0.0471,0.0462,0.0467,142637.7
SEAM-USD,1760693400,2025-10-17T09:30:00.000Z,0.2438,0.2481,0.2433,0.2473,6243.3
MOG-USD,1760693400,2025-10-17T09:30:00.000Z,4.2e-7,4.3e-7,4.1e-7,4.3e-7,62863729734
MKR-USD,1760693400,2025-10-17T09:30:00.000Z,1402.32,1405.04,1383.51,1388.96,5.766124
ASM-USD,1760694300,2025-10-17T09:45:00.000Z,0.01401,0.01421,0.0138,0.01392,150293
ZKC-USD,1760694300,2025-10-17T09:45:00.000Z,0.302,0.3103,0.3017,0.303,499709.54
GTC-USD,1760694300,2025-10-17T09:45:00.000Z,0.2,0.21,0.2,0.21,4284.24
USELESS-USD,1760694300,2025-10-17T09:45:00.000Z,0.2933,0.2961,0.289,0.2891,391996.6
TROLL-USD,1760694300,2025-10-17T09:45:00.000Z,0.08285,0.08346,0.0817,0.0817,20439.8
GODS-USD,1760694300,2025-10-17T09:45:00.000Z,0.09309,0.09643,0.09309,0.09589,184955.49
TRAC-USD,1760694300,2025-10-17T09:45:00.000Z,0.672,0.675,0.6639,0.6735,8337.3
OMNI-USD,1760694300,2025-10-17T09:45:00.000Z,2.201,2.201,2.193,2.193,225.87
MAGIC-USD,1760694300,2025-10-17T09:45:00.000Z,0.141,0.1482,0.1406,0.1476,542263.22
GST-USD,1760694300,2025-10-17T09:45:00.000Z,0.00379,0.003894,0.003789,0.003894,1349768.63
LRDS-USD,1760694300,2025-10-17T09:45:00.000Z,0.0898,0.0908,0.0898,0.0907,8476
LOKA-USD,1760694300,2025-10-17T09:45:00.000Z,0.1142,0.1179,0.113,0.1144,51487.77
RECALL-USD,1760694300,2025-10-17T09:45:00.000Z,0.2823,0.2867,0.281,0.2835,36311.22
CFG-USD,1760694300,2025-10-17T09:45:00.000Z,0.1937,0.1976,0.1922,0.1927,4296.2
TIME-USD,1760694300,2025-10-17T09:45:00.000Z,8.85,8.85,8.57,8.85,198.986
ALICE-USD,1760694300,2025-10-17T09:45:00.000Z,0.364,0.364,0.362,0.362,8864.525
NEON-USD,1760694300,2025-10-17T09:45:00.000Z,0.08254,0.08254,0.08195,0.08217,6507.36
LA-USD,1760694300,2025-10-17T09:45:00.000Z,0.3754,0.3803,0.3745,0.3797,75127.2
PIRATE-USD,1760694300,2025-10-17T09:45:00.000Z,0.0154,0.0157,0.0153,0.0154,274476.2
SNX-USD,1760694300,2025-10-17T09:45:00.000Z,1.365,1.383,1.363,1.363,67852.387
DASH-USD,1760694300,2025-10-17T09:45:00.000Z,40.4,40.65,40,40.11,604.078243
SPELL-USD,1760694300,2025-10-17T09:45:00.000Z,0.0003352,0.0003352,0.0003346,0.0003346,451113
BNKR-USD,1760694300,2025-10-17T09:45:00.000Z,0.0003738,0.0003738,0.0003713,0.0003719,4363305
KSM-USD,1760694300,2025-10-17T09:45:00.000Z,10.55,10.61,10.3,10.3,419.0014
ZORA-USD,1760694300,2025-10-17T09:45:00.000Z,0.09121,0.09197,0.09041,0.09122,1415415
VARA-USD,1760694300,2025-10-17T09:45:00.000Z,0.00211,0.00214,0.0021,0.0021,562757
PRCL-USD,1760694300,2025-10-17T09:45:00.000Z,0.0467,0.0467,0.0464,0.0465,13110.7
SEAM-USD,1760694300,2025-10-17T09:45:00.000Z,0.2448,0.2512,0.2448,0.2473,52620.6
MOG-USD,1760694300,2025-10-17T09:45:00.000Z,4.3e-7,4.3e-7,4.2e-7,4.2e-7,19194372898
MKR-USD,1760694300,2025-10-17T09:45:00.000Z,1394.84,1394.84,1378.65,1388.51,4.575176
ASM-USD,1760695200,2025-10-17T10:00:00.000Z,0.01393,0.01421,0.01377,0.0139,268108
ZKC-USD,1760695200,2025-10-17T10:00:00.000Z,0.3033,0.3064,0.2994,0.3017,233288.63
USELESS-USD,1760695200,2025-10-17T10:00:00.000Z,0.289,0.2939,0.2832,0.2852,416723.7
TROLL-USD,1760695200,2025-10-17T10:00:00.000Z,0.08181,0.08181,0.0795,0.0795,9232.8
GODS-USD,1760695200,2025-10-17T10:00:00.000Z,0.09559,0.09926,0.09523,0.09801,428485.17
TRAC-USD,1760695200,2025-10-17T10:00:00.000Z,0.6717,0.676,0.662,0.6659,12733.9
PLU-USD,1760695200,2025-10-17T10:00:00.000Z,0.32,0.32,0.32,0.32,5032.74
OMNI-USD,1760695200,2025-10-17T10:00:00.000Z,2.199,2.204,2.199,2.202,278.85
MAGIC-USD,1760695200,2025-10-17T10:00:00.000Z,0.1475,0.1576,0.1455,0.149,458498.47
GST-USD,1760695200,2025-10-17T10:00:00.000Z,0.003822,0.003849,0.003822,0.003849,70039.98
HONEY-USD,1760695200,2025-10-17T10:00:00.000Z,0.0106,0.0106,0.0106,0.0106,80751.5
PNG-USD,1760695200,2025-10-17T10:00:00.000Z,0.07882,0.07967,0.07882,0.07967,1824
LOKA-USD,1760695200,2025-10-17T10:00:00.000Z,0.1156,0.1156,0.1133,0.1133,11236.68
RECALL-USD,1760695200,2025-10-17T10:00:00.000Z,0.2826,0.2839,0.272,0.2761,240586
CFG-USD,1760695200,2025-10-17T10:00:00.000Z,0.192,0.192,0.1897,0.1897,4260.8
TIME-USD,1760695200,2025-10-17T10:00:00.000Z,8.84,8.84,8.71,8.71,42.248
ALICE-USD,1760695200,2025-10-17T10:00:00.000Z,0.364,0.366,0.363,0.364,5884.446
NEON-USD,1760695200,2025-10-17T10:00:00.000Z,0.08214,0.08236,0.08183,0.08225,7427.86
LA-USD,1760695200,2025-10-17T10:00:00.000Z,0.3793,0.3822,0.3775,0.3775,19543.6
PIRATE-USD,1760695200,2025-10-17T10:00:00.000Z,0.0155,0.0157,0.0152,0.0152,355509
SNX-USD,1760695200,2025-10-17T10:00:00.000Z,1.364,1.372,1.359,1.361,37707.279
DASH-USD,1760695200,2025-10-17T10:00:00.000Z,40.12,40.31,39.97,39.97,441.806
SPELL-USD,1760695200,2025-10-17T10:00:00.000Z,0.0003343,0.0003346,0.0003332,0.0003339,6431127
ABT-USD,1760695200,2025-10-17T10:00:00.000Z,0.511,0.5135,0.511,0.5131,746.6
BNKR-USD,1760695200,2025-10-17T10:00:00.000Z,0.0003713,0.000373,0.0003703,0.0003721,14817714
ZORA-USD,1760695200,2025-10-17T10:00:00.000Z,0.09121,0.0918,0.09029,0.09158,2487376
VARA-USD,1760695200,2025-10-17T10:00:00.000Z,0.0021,0.0021,0.00207,0.00208,178326
PRCL-USD,1760695200,2025-10-17T10:00:00.000Z,0.0465,0.0471,0.0461,0.0464,83709
SEAM-USD,1760695200,2025-10-17T10:00:00.000Z,0.2476,0.2541,0.2476,0.2482,8495.9
MOG-USD,1760695200,2025-10-17T10:00:00.000Z,4.3e-7,4.3e-7,4.2e-7,4.2e-7,25063999928
MKR-USD,1760695200,2025-10-17T10:00:00.000Z,1388.25,1391.22,1379.98,1379.98,0.2476
ASM-USD,1760696100,2025-10-17T10:15:00.000Z,0.01391,0.01412,0.01376,0.0138,127438
ZKC-USD,1760696100,2025-10-17T10:15:00.000Z,0.3023,0.309,0.294,0.2974,419099.59
USELESS-USD,1760696100,2025-10-17T10:15:00.000Z,0.2853,0.2868,0.2802,0.2821,856800.4
TROLL-USD,1760696100,2025-10-17T10:15:00.000Z,0.0799,0.08022,0.07785,0.0792,18550.5
GODS-USD,1760696100,2025-10-17T10:15:00.000Z,0.09811,0.1026,0.09803,0.10255,872045.65
TRAC-USD,1760696100,2025-10-17T10:15:00.000Z,0.663,0.6666,0.6444,0.6471,81035.5
OMNI-USD,1760696100,2025-10-17T10:15:00.000Z,2.193,2.193,2.181,2.187,279.29
MAGIC-USD,1760696100,2025-10-17T10:15:00.000Z,0.1497,0.1542,0.1412,0.1471,438188.7
GST-USD,1760696100,2025-10-17T10:15:00.000Z,0.00383,0.00383,0.003775,0.003775,244953.75
HONEY-USD,1760696100,2025-10-17T10:15:00.000Z,0.0105,0.0105,0.0105,0.0105,87297.7
LRDS-USD,1760696100,2025-10-17T10:15:00.000Z,0.0904,0.091,0.09,0.09,8246.36
MAMO-USD,1760696100,2025-10-17T10:15:00.000Z,0.05056,0.05077,0.05048,0.05065,45388.1
PNG-USD,1760696100,2025-10-17T10:15:00.000Z,0.07962,0.0798,0.0773,0.0773,15763
LOKA-USD,1760696100,2025-10-17T10:15:00.000Z,0.1136,0.1136,0.1131,0.1131,26890.8
RECALL-USD,1760696100,2025-10-17T10:15:00.000Z,0.2757,0.2774,0.2745,0.2765,94006.14
CFG-USD,1760696100,2025-10-17T10:15:00.000Z,0.1892,0.1919,0.1868,0.1891,5789.4
ALICE-USD,1760696100,2025-10-17T10:15:00.000Z,0.363,0.363,0.36,0.361,44460.58
NEON-USD,1760696100,2025-10-17T10:15:00.000Z,0.08187,0.0825,0.08094,0.08141,83132.18
LA-USD,1760696100,2025-10-17T10:15:00.000Z,0.3773,0.3779,0.3643,0.3659,100718.3
PIRATE-USD,1760696100,2025-10-17T10:15:00.000Z,0.0151,0.0153,0.0141,0.0143,1352276.2
SNX-USD,1760696100,2025-10-17T10:15:00.000Z,1.361,1.362,1.341,1.343,13498.726
DASH-USD,1760696100,2025-10-17T10:15:00.000Z,39.83,40.1,39.43,39.91,1266.22271381
SPELL-USD,1760696100,2025-10-17T10:15:00.000Z,0.0003324,0.0003331,0.00033,0.00033,12920094
ABT-USD,1760696100,2025-10-17T10:15:00.000Z,0.5067,0.5067,0.4964,0.4992,16649.3
BNKR-USD,1760696100,2025-10-17T10:15:00.000Z,0.000372,0.000372,0.0003666,0.0003687,48980084
KSM-USD,1760696100,2025-10-17T10:15:00.000Z,10.29,10.3,10.22,10.29,74.8317
ZORA-USD,1760696100,2025-10-17T10:15:00.000Z,0.09159,0.09461,0.09113,0.09368,2578348
VARA-USD,1760696100,2025-10-17T10:15:00.000Z,0.00208,0.0021,0.00199,0.00204,10418674
PRCL-USD,1760696100,2025-10-17T10:15:00.000Z,0.0463,0.0463,0.0459,0.0463,54697.1
SEAM-USD,1760696100,2025-10-17T10:15:00.000Z,0.2487,0.2508,0.2471,0.2471,1976.6
MOG-USD,1760696100,2025-10-17T10:15:00.000Z,4.2e-7,4.2e-7,4.1e-7,4.1e-7,77490089432
MKR-USD,1760696100,2025-10-17T10:15:00.000Z,1378.01,1384.08,1376.33,1376.5,1.68559
ASM-USD,1760697000,2025-10-17T10:30:00.000Z,0.0138,0.01403,0.01367,0.0138,414140
ZKC-USD,1760697000,2025-10-17T10:30:00.000Z,0.2972,0.3003,0.2927,0.2991,242558.78
USELESS-USD,1760697000,2025-10-17T10:30:00.000Z,0.2822,0.2871,0.2799,0.2863,460251.1
TROLL-USD,1760697000,2025-10-17T10:30:00.000Z,0.0792,0.07983,0.07814,0.0788,83251.9
GODS-USD,1760697000,2025-10-17T10:30:00.000Z,0.10184,0.116,0.10054,0.11417,1172310.65
TRAC-USD,1760697000,2025-10-17T10:30:00.000Z,0.6495,0.6858,0.6397,0.66,125678.7
PLU-USD,1760697000,2025-10-17T10:30:00.000Z,0.32,0.33,0.32,0.33,2613.88
OMNI-USD,1760697000,2025-10-17T10:30:00.000Z,2.184,2.187,2.181,2.183,366.29
MAGIC-USD,1760697000,2025-10-17T10:30:00.000Z,0.148,0.1504,0.1449,0.1449,257687.04
GST-USD,1760697000,2025-10-17T10:30:00.000Z,0.003803,0.00384,0.00376,0.00376,542891.23
HONEY-USD,1760697000,2025-10-17T10:30:00.000Z,0.0105,0.0106,0.0105,0.0105,127608.8
LRDS-USD,1760697000,2025-10-17T10:30:00.000Z,0.09,0.0902,0.0897,0.0899,4548.36
MAMO-USD,1760697000,2025-10-17T10:30:00.000Z,0.05069,0.05082,0.05069,0.05081,16200.3
PNG-USD,1760697000,2025-10-17T10:30:00.000Z,0.07743,0.07939,0.07742,0.07939,5946
RECALL-USD,1760697000,2025-10-17T10:30:00.000Z,0.2766,0.2826,0.2766,0.2818,74215.28
CFG-USD,1760697000,2025-10-17T10:30:00.000Z,0.1928,0.1931,0.1898,0.1898,1887.4
ALICE-USD,1760697000,2025-10-17T10:30:00.000Z,0.36,0.362,0.36,0.362,48794.126
NEON-USD,1760697000,2025-10-17T10:30:00.000Z,0.08141,0.0824,0.08119,0.08162,71118.83
LA-USD,1760697000,2025-10-17T10:30:00.000Z,0.3652,0.373,0.3651,0.3703,30435.6
PIRATE-USD,1760697000,2025-10-17T10:30:00.000Z,0.0143,0.0146,0.0138,0.0138,1497015.3
SNX-USD,1760697000,2025-10-17T10:30:00.000Z,1.343,1.355,1.339,1.346,37547.589
DASH-USD,1760697000,2025-10-17T10:30:00.000Z,39.9,40.18,39.82,39.99,895.974
SPELL-USD,1760697000,2025-10-17T10:30:00.000Z,0.0003318,0.0003328,0.0003309,0.0003328,282783
ABT-USD,1760697000,2025-10-17T10:30:00.000Z,0.5006,0.5048,0.5006,0.5048,35
BNKR-USD,1760697000,2025-10-17T10:30:00.000Z,0.0003694,0.0003838,0.0003665,0.0003789,26031279
ZORA-USD,1760697000,2025-10-17T10:30:00.000Z,0.0937,0.0941,0.0914,0.09228,2260836
VARA-USD,1760697000,2025-10-17T10:30:00.000Z,0.00204,0.00206,0.002,0.00202,5197596
PRCL-USD,1760697000,2025-10-17T10:30:00.000Z,0.0462,0.0464,0.0459,0.0462,8373.8
SEAM-USD,1760697000,2025-10-17T10:30:00.000Z,0.249,0.249,0.2459,0.2466,396.7
MOG-USD,1760697000,2025-10-17T10:30:00.000Z,4.1e-7,4.2e-7,4.1e-7,4.2e-7,38748166308
MKR-USD,1760697000,2025-10-17T10:30:00.000Z,1376.56,1386.1,1376.56,1386.1,1.208711
ASM-USD,1760697900,2025-10-17T10:45:00.000Z,0.0137,0.01401,0.0137,0.01398,318003
ZKC-USD,1760697900,2025-10-17T10:45:00.000Z,0.2998,0.3081,0.2961,0.3051,699559.61
USELESS-USD,1760697900,2025-10-17T10:45:00.000Z,0.2859,0.2948,0.2859,0.2937,566003.6
TROLL-USD,1760697900,2025-10-17T10:45:00.000Z,0.0788,0.0822,0.0788,0.0822,96513
GODS-USD,1760697900,2025-10-17T10:45:00.000Z,0.11599,0.12,0.11002,0.11471,1076069.82
TRAC-USD,1760697900,2025-10-17T10:45:00.000Z,0.66,0.6627,0.657,0.66,6832.6
OMNI-USD,1760697900,2025-10-17T10:45:00.000Z,2.187,2.189,2.187,2.189,162.19
MAGIC-USD,1760697900,2025-10-17T10:45:00.000Z,0.1458,0.148,0.1446,0.1446,197150.52
GST-USD,1760697900,2025-10-17T10:45:00.000Z,0.003805,0.003836,0.003759,0.003801,107241.47
HONEY-USD,1760697900,2025-10-17T10:45:00.000Z,0.0105,0.0105,0.0102,0.0102,2542381
MAMO-USD,1760697900,2025-10-17T10:45:00.000Z,0.05077,0.05087,0.05077,0.05087,746.9
PNG-USD,1760697900,2025-10-17T10:45:00.000Z,0.07942,0.07943,0.07936,0.07937,9805
LOKA-USD,1760697900,2025-10-17T10:45:00.000Z,0.1135,0.1135,0.108,0.111,110723.45
RECALL-USD,1760697900,2025-10-17T10:45:00.000Z,0.2814,0.2834,0.2748,0.2764,106435.75
CFG-USD,1760697900,2025-10-17T10:45:00.000Z,0.1914,0.1933,0.1899,0.1933,2363.5
ALICE-USD,1760697900,2025-10-17T10:45:00.000Z,0.361,0.362,0.36,0.361,10923.646
NEON-USD,1760697900,2025-10-17T10:45:00.000Z,0.08149,0.0817,0.08149,0.0817,6830.15
LA-USD,1760697900,2025-10-17T10:45:00.000Z,0.3703,0.374,0.3703,0.3737,7115.3
PIRATE-USD,1760697900,2025-10-17T10:45:00.000Z,0.0138,0.0141,0.0124,0.0135,1836657.9
SNX-USD,1760697900,2025-10-17T10:45:00.000Z,1.345,1.392,1.337,1.387,147137.94
DASH-USD,1760697900,2025-10-17T10:45:00.000Z,40.06,40.37,39.91,40.24,466.267
SPELL-USD,1760697900,2025-10-17T10:45:00.000Z,0.0003333,0.000338,0.0003333,0.000338,2552584
ABT-USD,1760697900,2025-10-17T10:45:00.000Z,0.5052,0.5079,0.5036,0.5079,1759.9
BNKR-USD,1760697900,2025-10-17T10:45:00.000Z,0.0003767,0.0003809,0.000375,0.0003772,13130265
KSM-USD,1760697900,2025-10-17T10:45:00.000Z,10.33,10.39,10.3,10.39,412.7025
ZORA-USD,1760697900,2025-10-17T10:45:00.000Z,0.09226,0.09347,0.09205,0.09303,1422110
VARA-USD,1760697900,2025-10-17T10:45:00.000Z,0.00202,0.00203,0.00202,0.00202,173926
PRCL-USD,1760697900,2025-10-17T10:45:00.000Z,0.0462,0.0464,0.046,0.0464,24956.7
SEAM-USD,1760697900,2025-10-17T10:45:00.000Z,0.2466,0.2512,0.2466,0.2487,1397.4
MOG-USD,1760697900,2025-10-17T10:45:00.000Z,4.2e-7,4.2e-7,4.1e-7,4.1e-7,1905414828
MKR-USD,1760697900,2025-10-17T10:45:00.000Z,1394.02,1394.02,1384.92,1394.02,5.810587
ASM-USD,1760698800,2025-10-17T11:00:00.000Z,0.01387,0.01445,0.01378,0.0139,1027820
ZKC-USD,1760698800,2025-10-17T11:00:00.000Z,0.305,0.3097,0.2982,0.3086,241723.06
USELESS-USD,1760698800,2025-10-17T11:00:00.000Z,0.2936,0.3125,0.2891,0.3068,1363963.5
TROLL-USD,1760698800,2025-10-17T11:00:00.000Z,0.0822,0.08535,0.0822,0.0849,25165.9
GODS-USD,1760698800,2025-10-17T11:00:00.000Z,0.11469,0.11469,0.10699,0.11331,859511.91
TRAC-USD,1760698800,2025-10-17T11:00:00.000Z,0.6591,0.6605,0.6439,0.6454,72819.2
PLU-USD,1760698800,2025-10-17T11:00:00.000Z,0.32,0.32,0.32,0.32,44033.02
OMNI-USD,1760698800,2025-10-17T11:00:00.000Z,2.189,2.19,2.187,2.187,302.9
MAGIC-USD,1760698800,2025-10-17T11:00:00.000Z,0.1445,0.146,0.1424,0.1449,121253.56
GST-USD,1760698800,2025-10-17T11:00:00.000Z,0.003801,0.003801,0.003751,0.003799,349642.23
HONEY-USD,1760698800,2025-10-17T11:00:00.000Z,0.0103,0.0103,0.0103,0.0103,134672.2
LRDS-USD,1760698800,2025-10-17T11:00:00.000Z,0.0903,0.0911,0.0898,0.0911,761.06
MAMO-USD,1760698800,2025-10-17T11:00:00.000Z,0.05086,0.0512,0.05086,0.0511,49965.1
PNG-USD,1760698800,2025-10-17T11:00:00.000Z,0.07833,0.093,0.07803,0.093,263456
LOKA-USD,1760698800,2025-10-17T11:00:00.000Z,0.1124,0.1126,0.1118,0.1125,14401.92
RECALL-USD,1760698800,2025-10-17T11:00:00.000Z,0.276,0.29,0.2758,0.2888,82008.85
CFG-USD,1760698800,2025-10-17T11:00:00.000Z,0.1918,0.1947,0.1907,0.1947,3381.9
TIME-USD,1760698800,2025-10-17T11:00:00.000Z,8.71,8.97,8.7,8.97,276.278
ALICE-USD,1760698800,2025-10-17T11:00:00.000Z,0.362,0.369,0.362,0.369,5992.902
NEON-USD,1760698800,2025-10-17T11:00:00.000Z,0.0817,0.08283,0.08167,0.08214,107861.69
LA-USD,1760698800,2025-10-17T11:00:00.000Z,0.3739,0.3859,0.3724,0.3859,75569.2
PIRATE-USD,1760698800,2025-10-17T11:00:00.000Z,0.0135,0.0144,0.0133,0.0135,565316.9
SNX-USD,1760698800,2025-10-17T11:00:00.000Z,1.388,1.422,1.381,1.418,47464.783
DASH-USD,1760698800,2025-10-17T11:00:00.000Z,40.24,41.77,40.24,41.56,1987.08953264
SPELL-USD,1760698800,2025-10-17T11:00:00.000Z,0.0003398,0.0003446,0.0003398,0.0003446,519118
ABT-USD,1760698800,2025-10-17T11:00:00.000Z,0.5017,0.5052,0.4959,0.5016,9298.4
BNKR-USD,1760698800,2025-10-17T11:00:00.000Z,0.0003834,0.0003844,0.000377,0.0003841,23969336
KSM-USD,1760698800,2025-10-17T11:00:00.000Z,10.38,10.55,10.38,10.55,331.1051
ZORA-USD,1760698800,2025-10-17T11:00:00.000Z,0.093,0.09508,0.09214,0.09487,3001358
VARA-USD,1760698800,2025-10-17T11:00:00.000Z,0.00202,0.00203,0.00198,0.00199,2816156
PRCL-USD,1760698800,2025-10-17T11:00:00.000Z,0.0465,0.047,0.0462,0.047,113864.3
SEAM-USD,1760698800,2025-10-17T11:00:00.000Z,0.2473,0.2509,0.246,0.2483,1698.3
MOG-USD,1760698800,2025-10-17T11:00:00.000Z,4.2e-7,4.3e-7,4.2e-7,4.3e-7,27068885678
MKR-USD,1760698800,2025-10-17T11:00:00.000Z,1391.68,1411.78,1391.37,1411.78,0.341484
ASM-USD,1760699700,2025-10-17T11:15:00.000Z,0.01418,0.01442,0.01408,0.01428,99566
ZKC-USD,1760699700,2025-10-17T11:15:00.000Z,0.3082,0.3174,0.3049,0.3123,373398.7
GTC-USD,1760699700,2025-10-17T11:15:00.000Z,0.21,0.22,0.2,0.22,8213.56
USELESS-USD,1760699700,2025-10-17T11:15:00.000Z,0.3063,0.3193,0.3048,0.3151,2082138.2
TROLL-USD,1760699700,2025-10-17T11:15:00.000Z,0.0844,0.0873,0.08375,0.0871,110344.9
GODS-USD,1760699700,2025-10-17T11:15:00.000Z,0.11343,0.115,0.10869,0.11259,589478.29
TRAC-USD,1760699700,2025-10-17T11:15:00.000Z,0.645,0.72,0.6414,0.6778,192118.5
OMNI-USD,1760699700,2025-10-17T11:15:00.000Z,2.186,2.186,2.177,2.177,482.1
MAGIC-USD,1760699700,2025-10-17T11:15:00.000Z,0.144,0.147,0.1427,0.1435,66037.35
HONEY-USD,1760699700,2025-10-17T11:15:00.000Z,0.0104,0.0105,0.0103,0.0103,286121.4
LRDS-USD,1760699700,2025-10-17T11:15:00.000Z,0.091,0.091,0.0903,0.0903,2413.68
MAMO-USD,1760699700,2025-10-17T11:15:00.000Z,0.05125,0.05174,0.05125,0.05152,322976.7
PNG-USD,1760699700,2025-10-17T11:15:00.000Z,0.085,0.09939,0.07869,0.08133,371633
LOKA-USD,1760699700,2025-10-17T11:15:00.000Z,0.1119,0.1119,0.1106,0.1113,5299.03
RECALL-USD,1760699700,2025-10-17T11:15:00.000Z,0.2882,0.292,0.2855,0.2882,48373.35
CFG-USD,1760699700,2025-10-17T11:15:00.000Z,0.1964,0.198,0.1941,0.1947,19673
TIME-USD,1760699700,2025-10-17T11:15:00.000Z,8.99,9.09,8.99,9.05,32.692
ALICE-USD,1760699700,2025-10-17T11:15:00.000Z,0.37,0.372,0.368,0.37,9655.398
NEON-USD,1760699700,2025-10-17T11:15:00.000Z,0.08214,0.08306,0.08184,0.0828,128161.89
LA-USD,1760699700,2025-10-17T11:15:00.000Z,0.3853,0.3961,0.3839,0.3955,32208.3
PIRATE-USD,1760699700,2025-10-17T11:15:00.000Z,0.0135,0.0138,0.0127,0.0133,521098.2
SNX-USD,1760699700,2025-10-17T11:15:00.000Z,1.417,1.458,1.417,1.446,116841.323
DASH-USD,1760699700,2025-10-17T11:15:00.000Z,41.59,42.63,41.59,41.88,4915.83618596
SPELL-USD,1760699700,2025-10-17T11:15:00.000Z,0.0003439,0.0003462,0.0003433,0.0003433,504752
ABT-USD,1760699700,2025-10-17T11:15:00.000Z,0.5035,0.5057,0.4989,0.4989,1532.2
BNKR-USD,1760699700,2025-10-17T11:15:00.000Z,0.0003844,0.0003908,0.0003822,0.0003885,10246239
KSM-USD,1760699700,2025-10-17T11:15:00.000Z,10.59,10.66,10.54,10.54,280.9763
ZORA-USD,1760699700,2025-10-17T11:15:00.000Z,0.0949,0.09821,0.0949,0.0976,3271184
VARA-USD,1760699700,2025-10-17T11:15:00.000Z,0.00199,0.002,0.00192,0.00199,849162
PRCL-USD,1760699700,2025-10-17T11:15:00.000Z,0.0473,0.0479,0.0469,0.0471,324783.7
SEAM-USD,1760699700,2025-10-17T11:15:00.000Z,0.251,0.251,0.2455,0.2471,6946
MOG-USD,1760699700,2025-10-17T11:15:00.000Z,4.3e-7,4.4e-7,4.3e-7,4.4e-7,99020244157
MKR-USD,1760699700,2025-10-17T11:15:00.000Z,1411.77,1415.48,1411.77,1415.48,0.016863
ASM-USD,1760700600,2025-10-17T11:30:00.000Z,0.01412,0.01412,0.01368,0.01379,676287
ZKC-USD,1760700600,2025-10-17T11:30:00.000Z,0.3123,0.3155,0.3044,0.3116,117326.98
USELESS-USD,1760700600,2025-10-17T11:30:00.000Z,0.3151,0.3162,0.3045,0.3081,1247537.1
TROLL-USD,1760700600,2025-10-17T11:30:00.000Z,0.08681,0.08726,0.08319,0.0852,64857.5
GODS-USD,1760700600,2025-10-17T11:30:00.000Z,0.11258,0.11981,0.11196,0.11713,1094021.11
TRAC-USD,1760700600,2025-10-17T11:30:00.000Z,0.6762,0.6831,0.6659,0.6659,88277.9
